time (s),decision_0_vs_1 (V),decision_0_vs_2 (V),decision_0_vs_3 (V),decision_0_vs_4 (V),decision_0_vs_5 (V),decision_0_vs_6 (V),decision_0_vs_7 (V),decision_0_vs_8 (V),decision_0_vs_9 (V),decision_1_vs_2 (V),decision_1_vs_3 (V),decision_1_vs_4 (V),decision_1_vs_5 (V),decision_1_vs_6 (V),decision_1_vs_7 (V),decision_1_vs_8 (V),decision_1_vs_9 (V),decision_2_vs_3 (V),decision_2_vs_4 (V),decision_2_vs_5 (V),decision_2_vs_6 (V),decision_2_vs_7 (V),decision_2_vs_8 (V),decision_2_vs_9 (V),decision_3_vs_4 (V),decision_3_vs_5 (V),decision_3_vs_6 (V),decision_3_vs_7 (V),decision_3_vs_8 (V),decision_3_vs_9 (V),decision_4_vs_5 (V),decision_4_vs_6 (V),decision_4_vs_7 (V),decision_4_vs_8 (V),decision_4_vs_9 (V),decision_5_vs_6 (V),decision_5_vs_7 (V),decision_5_vs_8 (V),decision_5_vs_9 (V),decision_6_vs_7 (V),decision_6_vs_8 (V),decision_6_vs_9 (V),decision_7_vs_8 (V),decision_7_vs_9 (V),decision_8_vs_9 (V)
6.588E-6,2.999,2.998,2.998,3.019,2.998,3.000,2.998,2.998,2.999,4.260E-3,2.581E-3,8.293E-3,3.882E-3,-387.9E-6,1.402E-3,2.202E-3,2.283E-3,1.257E-3,-798.7E-6,1.895E-3,-1.032E-3,1.271E-3,2.990,615.7E-6,3.721E-3,-1.617E-3,831.6E-6,809.0E-6,2.999,3.645E-3,2.994,430.1E-6,2.986,3.002,2.998,891.7E-6,1.294E-3,3.001,2.992,2.999,3.002,2.996,2.999,-6.317E-3,-543.3E-6
6.592E-6,1.610E-3,2.998,2.999,2.999,3.000,2.999,3.000,2.999,2.999,2.734,2.998,2.996,4.124E-3,3.098E-3,2.997,2.998,2.997,2.999,3.000,4.890E-3,2.998,3.000,2.994,2.997,2.995,3.799E-3,2.999,2.997,2.997,2.997,578.0E-6,5.251E-3,2.237E-3,-21.86E-6,2.998,-591.4E-6,2.999,2.996,3.000,3.000,2.995,2.999,483.4E-6,2.999,2.999
6.596E-6,2.400E-3,8.926E-3,3.001,3.000,2.989,-30.91E-3,2.996,3.000,2.999,2.261E-3,3.005,-30.61E-3,1.822E-3,5.624E-3,2.999,-5.690E-3,2.989,3.002,3.000,3.000,2.999,3.004,2.995,2.993,2.999,2.998,2.443E-3,2.992,2.992,3.004,1.223E-3,10.07E-3,3.000,-4.104E-3,3.000,10.15E-3,3.005,-45.17E-3,2.999,3.001,2.990,3.001,-629.2E-6,2.999,3.001
6.600E-6,2.562E-3,2.998,1.210E-3,2.998,2.998,3.007,2.999,2.998,2.999,3.002,2.999,3.003,2.998,2.998,2.999,3.000,3.000,849.5E-6,3.000,-2.040E-3,745.8E-6,2.991,3.001,1.816E-3,2.999,2.999,2.067E-3,2.991,2.999,2.992,1.961E-3,-178.0E-6,-1.082E-3,923.2E-6,-2.861E-3,1.166E-3,3.001,3.001,2.999,3.000,3.000,2.999,7.875E-3,2.999,2.523
6.604E-6,1.632E-3,-1.147E-3,-851.4E-6,1.774E-3,9.689E-3,782.4E-6,-694.4E-6,-1.154E-3,-1.303E-3,2.987,2.993,2.999,3.001,2.988,2.960,2.996,9.179E-3,2.675E-3,298.2E-6,2.999,-13.22E-3,-1.116E-3,-88.88E-6,555.4E-6,5.894E-3,3.000,2.999,-343.7E-6,1.327,-2.818E-3,3.000,3.000,794.5E-6,3.001,2.248,641.0E-6,-1.402E-3,-693.5E-6,-617.0E-6,660.5E-6,4.109E-3,1.797E-3,3.000,2.998,220.4E-6
6.608E-6,2.999,2.998,2.999,2.999,2.999,3.001,2.999,2.998,2.999,3.887E-3,3.059E-3,1.096,2.999,2.277,2.995,2.994,2.998,2.238,2.853E-3,549.5E-6,-945.6E-6,5.051E-3,2.998,4.525E-3,753.2E-6,2.999,270.4E-6,3.746E-3,2.999,2.997,1.437E-3,232.6E-6,2.107E-3,3.001,2.999,1.028E-3,773.7E-6,3.000,2.575E-3,2.999,3.001,2.999,3.000,2.999,6.542E-3
6.612E-6,2.006E-3,98.86E-3,1.174E-3,2.999,2.999,3.000,2.999,2.999,3.001,3.002,3.000,3.001,2.999,2.994,3.002,3.002,3.001,-1.202E-3,2.999,-426.2E-6,673.6E-6,2.998,2.997,2.999,3.001,-993.3E-6,3.000,3.000,3.000,2.996,812.0E-6,-1.997E-3,1.143E-3,851.1E-6,-243.5E-6,3.000,3.000,2.999,3.000,2.998,2.999,3.000,2.999,2.999,2.994
6.616E-6,571.1E-6,-403.1E-6,3.002,2.998,2.999,3.000,-468.6E-6,2.999,899.1E-6,5.448E-3,3.002,2.999,2.996,2.999,2.995,3.001,2.996,3.000,2.999,2.999,2.998,2.418,3.000,2.994,735.8E-6,2.999,2.776E-3,11.43E-3,-713.3E-6,380.0E-3,2.988,-4.071E-3,2.999,3.000,3.000,8.075E-3,566.2E-6,-406.5E-6,545.6E-6,3.001,2.999,2.997,2.999,2.989,3.006
6.620E-6,2.995,3.001,3.001,2.999,2.999,3.000,2.999,3.000,2.999,2.999,2.999,900.3E-6,536.8E-3,3.014,791.8E-6,2.999,-5.120E-3,949.1E-6,2.168E-3,-289.1E-6,-615.6E-6,554.4E-6,5.291E-3,-452.0E-6,41.72E-6,2.482E-3,848.2E-6,-3.394E-3,1.257E-3,-636.8E-6,1.212E-3,3.000,3.000,2.993,2.999,999.9E-6,2.842,2.999,2.994,792.0E-6,1.056E-3,1.893E-3,2.999,2.999,375.6E-6
6.624E-6,4.549E-3,-3.216E-3,-105.8E-6,2.999,2.983,16.35E-3,3.002,2.999,3.008,2.981,3.008,3.006,3.000,2.974,3.008,2.988,2.991,-1.054E-3,2.999,16.96E-3,6.783E-3,2.978,2.982,2.990,16.88E-3,2.999,2.995,3.000,3.000,2.999,495.5E-3,-7.427E-3,457.2E-6,2.993,2.985,2.994,2.986,2.987,-16.52E-3,3.009,2.999,3.007,2.991,3.001,2.984
6.628E-6,3.003,3.003,3.002,2.272,3.000,2.992,1.079E-3,3.001,975.3E-6,2.999,2.988,-145.6E-6,-13.83E-3,2.034,-735.7E-6,2.892,-1.518E-3,-732.7E-6,2.892E-3,-2.155E-3,12.40E-3,410.5E-6,16.48E-3,10.13E-3,6.883E-3,21.80E-3,92.66E-6,5.613E-3,-25.61E-3,20.36E-3,2.996,3.002,-8.604E-3,2.997,2.999,2.997,-1.013E-3,2.994,-495.1E-6,758.2E-6,2.988,994.2E-6,3.002,3.001,15.96E-3
6.632E-6,2.999,2.999,3.000,2.999,2.999,2.999,2.999,2.999,2.999,10.31E-3,7.441E-3,10.30E-3,9.195E-3,-532.9E-6,6.930E-3,10.15E-3,11.15E-3,3.000,1.950E-3,2.997,-3.145E-3,2.994,2.990,4.708E-3,6.399E-3,138.5E-3,2.161E-3,-736.0E-6,2.156,2.497E-3,2.997,2.999,2.999,2.999,2.999,5.598E-3,3.004,2.992,2.991,1.475E-3,2.989,2.999,2.999,1.473E-3,3.506E-3
6.636E-6,2.995,3.002,3.002,-8.165E-3,3.001,2.987,2.999,3.002,3.001,2.990,7.085E-3,-10.60E-3,-11.40E-3,-9.127E-3,9.885E-3,-12.79E-3,-5.914E-3,-84.46E-6,3.570E-3,-860.4E-6,1.985E-3,1.279E-3,12.11E-3,-887.9E-6,5.452E-3,5.820E-3,-425.6E-6,3.017,11.02E-3,11.51E-3,1.034E-3,2.993,2.998,2.992,2.981,2.313E-3,3.014,2.994,46.68E-3,3.000,2.995,2.999,26.05E-3,140.9E-3,6.263E-3
6.640E-6,3.001,2.999,3.002,2.998,2.998,3.002,2.998,3.000,2.998,-142.3E-6,11.33E-3,10.74E-3,4.850E-3,9.525E-3,11.45E-3,10.65E-3,1.566E-3,3.004,242.0E-6,-1.141E-3,220.8E-6,2.992,2.998,2.779E-3,21.95E-3,9.158E-3,704.2E-6,2.997,2.995,-359.4E-6,810.8E-6,2.999,3.000,2.990,2.999,2.973,2.988,2.991,2.988,2.998,2.994,2.999,863.9E-6,8.305E-3,-2.875E-3
6.644E-6,2.996,2.998,3.003,110.7E-3,2.999,2.998,2.998,3.001,3.003,2.990,2.991,2.994,12.26E-3,2.999,3.001,3.000,3.000,379.2E-6,998.9E-6,-2.107E-3,3.726E-3,3.004,6.732E-3,1.345E-3,2.997,9.966E-3,-907.8E-6,2.998,2.999,3.003,84.87E-6,1.274E-3,2.995,2.999,2.995,1.426E-3,2.989,2.989,2.990,2.998,2.999,3.002,11.40E-3,1.260E-3,1.281E-3
6.648E-6,2.999,2.999,2.999,2.999,2.999,3.000,2.999,2.998,2.999,212.4E-3,2.994,-4.595E-3,6.235E-3,3.004,989.0E-6,2.983,2.015E-3,2.999,6.380E-3,7.402E-3,-146.7E-6,2.757,3.000,2.159E-3,926.5E-6,2.168E-3,922.5E-6,7.248E-3,825.1E-6,2.254E-3,3.004,2.986,61.35E-6,2.997,187.5E-3,1.519E-3,1.136E-3,2.994,1.573,2.999,3.000,2.999,2.999,3.000,3.245E-3
6.652E-6,-2.322E-3,2.998,5.475E-3,3.002,3.001,2.999,3.000,3.000,3.000,2.985,2.998,2.987,3.001,2.992,3.012,3.002,2.999,-2.148E-3,3.000,3.000,3.001,-2.308E-3,32.16E-3,10.54E-3,2.992,3.001,3.002,9.270E-3,3.001,3.019,1.424E-3,3.001,-2.664E-3,2.999,17.20E-3,3.002,1.779E-3,1.416E-3,-980.2E-6,-2.554E-3,-2.258E-3,-2.889E-3,3.003,3.002,12.56E-3
6.656E-6,2.999,2.998,3.000,2.999,2.998,1.143E-3,3.000,2.999,3.001,2.992,2.991,2.999,2.999,7.420E-3,3.001,2.993,2.993,1.148E-3,8.911E-3,3.834E-3,3.524E-3,38.51E-3,2.999,2.999,-518.4E-6,-8.245E-3,-58.66E-6,103.5E-3,2.999,2.994,2.992,-391.1E-6,2.999,3.001,2.999,206.9E-6,1.261E-3,2.997,1.760E-3,2.999,3.001,2.999,2.999,3.155,330.7E-6
6.660E-6,3.000,3.000,2.999,2.999,2.999,2.999,2.935,3.002,3.000,2.998,2.988,18.22E-3,2.998,33.79E-3,368.5E-6,2.997,3.005,2.999,-1.778E-3,2.999,18.06E-3,154.3E-6,2.999,896.5E-6,-544.5E-6,19.43E-3,1.070E-3,16.61E-3,2.998,1.358E-3,2.998,2.999,1.089E-3,3.001,3.000,10.39E-3,45.83E-6,2.983,1.017E-3,320.5E-6,2.995,2.999,3.000,3.002,-369.8E-6
6.664E-6,1.530E-3,796.6E-3,2.999,2.998,3.001,2.997,3.000,2.999,3.000,2.999,2.997,3.004,2.544E-3,3.000,2.992,2.993,3.001,50.06E-3,3.000,2.999,3.928E-3,3.005,2.999,2.999,2.996,5.365E-3,2.999,2.999,2.995,3.001,357.1E-6,550.5E-6,-57.94E-6,1.143E-3,-3.403E-3,3.497E-3,2.998,2.998,2.999,3.000,2.998,2.997,2.996,2.999,2.996
6.668E-6,1.118E-3,2.998,2.999,3.000,2.999,2.987,3.002,2.999,3.003,2.980,2.982,2.991,2.997,3.015,2.993,2.975,2.988,404.1E-6,3.001,-2.294E-3,12.81E-3,2.990,2.994,2.999,2.987,-23.83E-3,2.263E-3,2.999,3.001,2.987,-1.813E-3,3.852E-3,-882.5E-6,2.997,2.991,2.999,2.984,2.976,3.002,3.003,2.989,3.003,-2.194E-3,3.000,2.994
6.672E-6,2.999,2.998,2.999,7.426E-3,2.999,2.999,2.999,3.000,2.998,13.07E-3,2.682E-3,15.36E-3,12.52E-3,12.58E-3,-554.6E-6,3.509E-3,2.323E-3,3.001,1.092E-3,341.3E-3,13.59E-3,2.999,2.986,9.192E-3,825.7E-6,3.501E-3,-294.5E-6,-20.27E-3,3.013,5.705E-3,3.000,-2.141E-3,2.999,3.002,2.998,-1.048E-3,321.4E-6,2.993,-995.0E-6,2.998,2.994,2.999,2.996,2.959,8.027E-3
6.676E-6,3.031E-3,2.998,3.000,2.998,3.001,1.435E-3,2.999,2.999,3.000,340.6E-3,2.988,2.997,-16.25E-3,2.997,2.989,2.989,3.000,2.999,2.999,2.073E-3,4.158E-3,3.005,2.997,2.990,3.006,5.645E-3,-425.0E-6,2.999,2.994,3.008,339.3E-6,920.7E-6,2.998,2.265,3.000,10.90E-3,2.994,2.992,3.000,3.001,2.998,3.001,-11.41E-3,2.999,3.007
6.680E-6,94.11E-6,-474.1E-6,2.999,3.597E-3,3.000,4.639E-3,2.999,2.999,2.700,2.995,2.996,2.995,1.121,2.998,3.001,2.999,2.997,2.999,-353.2E-6,2.999,6.881E-3,312.0E-6,3.001,4.225E-3,783.4E-6,2.999,1.072E-3,2.679E-3,3.000,4.473E-3,3.002,254.5E-6,1.457E-3,3.001,3.000,4.860E-3,1.161E-3,2.995,-148.1E-6,2.999,3.001,2.999,2.999,2.998,-875.6E-6
6.684E-6,2.999,2.999,2.999,2.999,2.999,860.3E-6,3.002,2.999,3.001,2.999,2.995,2.999,2.998,-8.840E-3,2.995,2.992,3.000,2.694E-3,-3.021E-3,2.999,385.4E-6,2.998,2.993,2.999,5.545E-3,2.999,-2.235E-3,3.558E-3,16.14E-3,64.42E-3,2.995,794.3E-6,4.589E-3,2.996,3.000,-1.348E-3,274.5E-6,2.573E-3,6.824E-3,2.998,2.993,2.999,3.000,2.999,6.202E-3
6.688E-6,2.998,2.999,3.001,3.001,3.001,3.000,2.989,3.000,3.000,558.5E-3,2.999,2.992,2.999,2.551E-3,2.998,2.999,2.990,3.001,2.999,3.000,2.999,3.018,2.998,2.991,1.251E-3,1.460,4.971E-3,2.487E-3,-6.535E-3,-46.59E-3,1.013E-3,8.239E-3,3.000,1.245E-3,2.999,8.672E-3,1.481,2.961,2.995,2.997,2.999,2.997,3.009,2.998,2.989
6.692E-6,3.002,3.001,3.000,3.000,3.004,1.132E-3,3.005,3.002,3.004,-18.26E-3,6.899E-3,3.040,2.998,-21.40E-3,2.991,2.978,3.005,3.000,-9.684E-3,3.002,3.162,2.981,2.989,2.994,20.27E-3,3.002,11.32E-3,-20.62E-3,2.990,2.996,2.977,-1.949E-3,4.407E-3,2.977,3.001,7.035E-3,3.029E-3,1.843E-3,23.68E-3,3.002,2.977,3.003,3.001,3.000,8.299E-3
6.696E-6,3.004,3.002,3.004,2.999,3.001,3.001,3.002,3.003,3.001,-6.991E-3,9.378E-3,13.05E-3,25.22E-3,-11.35E-3,8.083E-3,22.72E-3,4.585E-3,3.005,22.09E-3,2.999,26.16E-3,2.979,2.986,3.013,6.040E-3,15.68E-3,-1.906E-3,2.997,1.156E-3,7.654E-3,852.8E-6,7.263E-3,3.003,2.991,3.001,15.55E-3,2.987,2.978,2.988,3.002,2.976,3.004,15.00E-3,1.047E-3,3.002
6.700E-6,3.003,3.004,3.004,-18.36E-3,3.005,3.003,2.999,3.005,3.001,1.020E-3,-6.186E-3,10.56E-3,8.860E-3,-4.492E-3,8.912E-3,-25.07E-3,6.534E-3,3.000,23.80E-3,2.816E-3,-4.365E-3,1.987,2.990,10.37E-3,16.51E-3,2.993,1.588E-3,-22.92E-3,3.027,-22.39E-3,2.990,2.982,3.004,2.990,3.003,10.61E-3,4.675E-3,2.994,2.994,18.60E-3,2.990,2.997,2.997,-15.58E-3,-1.016E-3
6.704E-6,2.999,2.998,3.000,2.998,2.998,3.012,2.999,2.998,1.549,3.016,2.999,-2.905E-3,2.992,2.949,-200.4E-6,2.990,13.48E-3,19.49E-3,-2.646E-3,-41.02E-6,-2.188E-3,1.634E-3,2.999,2.105E-3,-1.082E-3,3.916E-3,643.5E-6,1.418E-3,3.001,-6.208E-3,2.988,-6.770E-3,590.1E-6,3.002,2.999,-704.1E-6,300.6E-6,3.000,-145.1E-6,2.999,3.002,7.851E-3,3.001,3.000,4.940E-3
6.708E-6,943.3E-6,-4.409E-3,-231.3E-6,3.000,2.998,3.001,-1.290E-3,2.998,2.999,2.999,2.995,2.999,3.000,2.998,1.262E-3,3.000,2.985,-65.98E-6,147.5E-6,2.999,2.999,892.7E-6,2.996,2.999,2.999,2.999,2.999,15.80E-3,2.999,3.006,2.994,2.999,-1.149E-3,11.87E-3,2.135,2.999,-721.1E-6,817.2E-6,109.2E-6,1.164E-3,-1.162E-3,2.156E-3,2.999,2.999,3.010
6.712E-6,2.999,2.999,3.163,-10.98E-3,2.999,580.2E-6,2.999,2.999,2.999,2.999,22.08E-3,2.999,2.994,-12.79E-3,2.997,2.996,3.001,-959.8E-6,2.999,3.000,6.156E-3,2.996,3.003,2.995,2.995,3.000,5.551E-3,352.3E-3,2.999,2.994,2.994,2.023E-3,974.1E-6,2.994,2.999,3.986E-3,5.478E-3,5.247E-3,3.850E-3,3.000,2.993,3.000,2.999,2.999,1.683E-3
6.716E-6,2.318E-3,3.337E-3,3.012,-1.459E-3,2.999,885.3E-6,3.007,-2.212E-3,3.007,2.981,2.989,2.980,2.992,3.019,2.982,2.999,3.002,10.12E-3,2.998,17.98E-3,2.630E-3,2.458E-3,13.69E-3,2.992,-638.2E-6,3.958E-3,202.9E-6,2.987,-13.60E-3,3.015,1.390,2.999,3.000,3.002,2.999,8.489E-3,2.983,514.6E-6,2.981,2.999,2.996,3.003,2.998,15.86E-3,3.017
6.720E-6,1.765E-3,5.069E-3,1.520E-3,2.999,2.999,3.000,3.003,2.998,2.999,2.999,3.000,3.000,2.999,3.000,2.997,3.002,3.002,2.940,3.001,2.999,1.224,2.993,3.001,3.002,3.001,-13.00E-3,-1.113E-3,3.000,-9.299E-6,2.272,1.429E-3,-477.1E-6,-1.969E-3,1.051E-3,-510.0E-6,1.444E-3,3.000,3.007,2.999,3.001,2.999,2.999,2.999,3.001,2.993
6.724E-6,11.27E-3,2.999,9.675E-3,2.999,3.003,2.985,2.986,2.998,2.999,2.999,2.987,2.983,2.988,2.986,2.999,2.983,2.981,1.511,2.994,-2.132E-3,3.000,3.006,2.983,2.996,2.994,2.998,2.999,2.999,2.982,2.993,-807.0E-6,8.348E-3,-2.859E-3,-942.8E-6,17.56E-3,-875.4E-6,2.985,2.985,2.999,96.98E-3,3.004,2.999,2.999,3.002,2.995
6.728E-6,1.014E-3,2.999,3.055,3.003,31.03E-3,-487.8E-6,3.004,2.994,3.006,3.001,3.006,3.002,3.004,20.13E-3,3.003,3.006,2.988,2.968,949.6E-6,243.7E-6,-3.428E-3,2.971,3.003,2.979,198.3E-6,2.998,-4.949E-3,2.968,9.933E-3,2.993,106.5E-6,-5.076E-3,3.003,2.976,3.002,-709.8E-6,2.993,3.005,3.002,3.002,3.005,3.000,31.15E-3,7.661E-3,2.981
6.732E-6,1.862E-3,2.999,-2.995E-3,-1.516E-3,-2.133E-3,1.929E-3,1.718E-3,-3.825E-3,1.573E-3,2.992,2.999,4.920E-3,3.000,3.001,3.000,3.002,397.1E-6,877.3E-6,559.5E-6,233.2E-6,1.299E-3,777.0E-6,4.588E-3,-181.4E-6,-3.162E-3,3.001,2.998,-1.390E-3,107.0E-3,7.830E-3,3.003,2.999,2.999,3.000,3.000,1.556E-3,1.289E-3,763.1E-3,-2.521E-3,1.239E-3,2.999,-2.025E-3,2.999,2.999,652.3E-6
6.736E-6,3.000,2.999,3.001,2.994,2.998,3.011,2.991,3.001,3.000,2.999,2.999,429.9E-3,2.999,2.990,2.976,2.999,2.999,3.000,129.1E-6,9.725E-3,971.2E-6,2.740,3.023,735.2E-6,-12.11E-6,5.045E-3,-1.216E-3,14.31E-3,7.524E-3,16.01E-3,2.999,2.995,3.027,3.001,2.999,7.923E-3,1.441E-3,2.989,705.1E-6,3.000,3.001,3.000,2.999,2.999,851.4E-6
6.740E-6,3.001,3.001,3.001,2.998,3.001,2.998,3.000,3.001,3.000,-8.824E-3,-8.504E-3,-1.450E-3,3.012,-10.22E-3,9.305E-3,2.999,2.849E-3,3.000,9.559E-3,2.998,871.4E-3,4.047E-3,3.004,4.591E-3,5.990E-3,2.996,10.26E-3,-6.019E-3,1.241E-3,-6.557E-3,2.993,2.995,27.90E-3,2.999,3.000,10.65E-3,550.0E-6,-2.579E-3,827.3E-6,7.671E-3,2.997,2.999,3.000,2.993,3.504E-3
6.744E-6,-824.9E-6,3.000,2.993,3.001,3.002,2.996,4.296E-3,3.002,2.999,2.998,3.000,2.996,2.999,2.994,2.996,3.003,2.999,-1.625E-3,2.963,-3.620E-3,3.003,-312.8E-6,9.126E-3,18.70E-3,2.985,3.000,3.004,-17.67E-3,3.001,3.024,-1.619E-3,3.002,-4.526E-3,9.480E-3,27.66E-3,2.994,13.15E-3,2.999,3.001,-2.288E-3,-2.315E-3,-4.170E-3,3.000,3.001,16.91E-3
6.748E-6,4.612E-3,3.000,2.997,3.000,3.000,2.995,999.2E-6,3.001,3.000,2.994,3.000,6.159E-3,2.999,2.801,2.999,2.999,2.997,-2.222E-3,7.025E-3,3.000,2.999,28.10E-6,2.993,-11.72E-3,1.163E-3,2.998,2.481,7.124E-3,2.997,-12.25E-3,2.997,3.000,4.482E-3,3.000,2.999,7.232E-3,-447.5E-6,4.560E-3,532.6E-6,8.811E-3,2.999,5.310E-3,3.001,3.001,6.780E-3
6.752E-6,3.000,2.998,2.999,122.1E-6,2.998,2.128,2.999,2.998,2.998,373.1E-6,247.0E-6,10.63E-3,513.9E-6,11.33E-3,-214.9E-6,2.998,2.872,3.001,-2.123E-3,244.5E-6,2.723E-3,2.990,2.996,2.914,-1.826E-3,-1.091E-3,-384.6E-6,1.810E-3,2.999,8.510E-3,2.991,-811.6E-6,3.000,3.002,2.999,-378.4E-6,1.172E-3,3.001,2.994,2.998,3.002,2.998,2.999,2.998,-642.7E-6
6.756E-6,3.000,3.001,2.998,3.000,2.999,2.997,2.998,3.000,3.000,2.998,-3.761E-3,-4.201E-3,2.999,3.005,6.057E-3,2.996,4.258E-3,389.4E-6,7.598E-3,1.044E-3,2.999,452.4E-6,2.995,6.995E-3,3.730E-3,3.110,2.999,-2.643E-3,2.997,-5.170E-3,2.995,3.000,2.165E-3,2.996,2.999,2.997,343.8E-6,2.998,3.004,3.011E-3,726.7E-6,7.451E-3,3.000,3.000,5.100E-3
6.760E-6,1.342E-3,3.000,2.999,2.999,2.999,1.110E-3,2.999,2.999,3.001,2.994,2.998,2.998,2.999,2.842,2.994,2.995,2.146,774.7E-6,1.540E-3,-109.9E-6,3.722E-3,678.4E-6,1.823E-3,983.1E-6,1.283E-3,3.740E-3,1.298E-3,1.403E-3,2.999,2.989,935.3E-6,2.999,2.964,2.999,2.999,1.269E-3,-50.14E-3,2.998,2.999,2.999,3.003,2.999,780.8E-6,2.999,823.1E-6
6.764E-6,2.992,78.88E-3,2.996,13.12E-3,2.998,1.320E-3,2.280,3.003,2.998,2.999,2.990,3.306,2.995,3.005,2.922,3.001,2.999,2.991,1.932E-3,2.999,7.991E-3,3.001,-6.797E-3,2.990,11.15E-3,11.96E-3,-223.2E-6,1.195E-3,9.204E-3,3.353E-3,2.989,2.962,3.002,2.994,3.001,12.80E-3,3.007,2.997,2.992,3.002,3.000,3.003,2.977,3.549E-3,2.993
6.768E-6,2.999,2.998,3.002,2.999,3.001,3.002,2.999,2.999,2.998,11.95E-3,80.13E-3,12.88E-3,566.7E-3,3.014,-1.092E-3,-5.174E-3,9.926E-3,3.000,3.907E-3,2.999,33.66E-3,10.81E-3,3.000,11.33E-3,1.893E-3,2.999,893.5E-6,15.42E-3,2.994,1.002E-3,2.998,3.002,9.561E-3,2.991,94.85E-3,6.018E-3,575.1E-6,2.973,942.7E-6,8.551E-3,2.979,-275.6E-6,2.999,2.999,4.631E-3
6.772E-6,3.431E-3,1.383E-3,1.100E-3,1.145E-3,351.5E-6,1.481E-3,1.212E-3,-20.73E-6,642.7E-6,3.000,2.993,2.998,3.000,2.999,1.168E-3,2.998,2.999,652.5E-6,66.03E-6,-1.764E-3,932.4E-6,16.90E-6,-38.45E-6,1.059E-3,921.3E-6,2.999,6.102E-3,1.060E-3,101.6E-6,2.769E-3,3.000,3.000,34.97E-3,3.001,3.002,185.7E-6,-580.7E-6,-288.3E-6,-746.9E-6,315.9E-6,2.999,2.999,2.999,2.999,-340.2E-6
6.776E-6,2.999,9.617E-3,2.999,2.999,2.999,2.999,1.058E-3,2.999,2.999,1.311E-3,2.999,1.563E-3,2.995,-1.120E-3,-217.7E-6,2.999,2.995,3.000,20.39E-6,2.999,2.999,2.905,2.997,2.997,-305.3E-6,2.999,3.412E-3,3.029E-3,137.9E-3,3.144E-3,2.998,4.397E-3,3.787E-3,3.001,2.999,3.855E-3,1.123E-3,618.1E-6,2.906E-6,2.999,3.000,2.999,2.999,2.999,1.033E-3
6.780E-6,2.999,3.000,2.997,2.999,2.998,2.998,2.999,2.999,2.999,174.3E-3,2.999,1.223E-3,2.996,2.983,5.220E-3,2.998,682.4E-6,747.1E-6,4.400E-3,312.2E-6,1.946E-3,1.058E-3,2.999,1.909E-3,2.046E-3,5.090E-3,1.109E-3,2.814E-3,2.999,383.3E-6,2.996,2.999,2.999,2.996,2.999,2.997,2.770,2.998,2.211E-3,10.60E-3,2.998,1.232,2.997,2.999,4.824E-3
6.784E-6,3.001,2.998,2.999,2.998,3.000,1.289E-3,3.000,2.998,3.000,1.376E-3,3.731E-3,4.919E-3,29.62E-3,1.676E-3,2.996,38.04E-3,2.994,3.001,2.999,2.999,7.715E-3,2.993,2.998,2.992,2.897,1.477E-3,810.5E-6,3.000,2.999,2.998,1.288E-3,-1.042E-3,2.999,-58.08E-3,2.999,-887.4E-6,2.992,2.994,2.996,2.998,3.000,2.998,8.064E-3,12.22E-3,2.994
6.788E-6,2.998,3.001,3.001,2.999,3.001,2.988,2.999,3.000,3.000,2.796,8.914E-3,-2.684E-3,10.67E-3,1.654E-3,2.369E-3,3.500E-3,3.015,-511.5E-6,-10.76E-3,5.965E-3,1.786,719.1E-6,27.97E-3,1.137E-3,7.176E-3,2.454E-3,2.991,2.999,3.001,2.996,-27.46E-3,3.000,3.000,2.987,2.999,1.069E-3,2.998,2.994,2.997,2.999,3.001,2.999,2.998,2.999,3.690E-3
6.792E-6,2.178E-3,2.998,3.002,2.998,2.998,2.999,3.001,2.998,2.999,7.172E-3,3.001,2.998,3.001,54.47E-3,3.000,2.999,2.999,3.000,2.999,2.999,6.726E-3,2.994,3.001,3.000,2.999,-7.584E-3,-1.583E-3,2.999,2.999,2.999,1.543E-3,-957.2E-6,608.7E-6,1.168E-3,2.999,845.3E-6,3.000,3.001,2.999,3.000,3.000,2.999,10.05E-3,2.999,2.993
6.796E-6,1.551E-3,2.998,2.999,3.000,2.998,3.001,2.999,2.998,2.999,3.001,5.801E-3,2.993,1.399E-3,2.996,2.999,2.999,2.603E-3,1.540E-3,1.307E-3,-252.0E-6,2.996,-648.3E-6,-892.3E-6,-230.1E-6,2.995,5.797E-3,3.000,121.4E-6,2.999,1.056E-3,1.066E-3,2.998,-993.6E-6,2.999,7.457E-3,2.999,2.993,3.000,3.001,918.0E-6,-705.5E-6,1.273E-3,2.999,2.999,2.604E-3
6.800E-6,-1.733E-3,6.775E-3,2.989,3.000,219.8E-6,-3.051E-3,2.983,5.228E-3,2.988,3.000,3.005,2.999,3.003,3.228E-3,3.001,3.004,2.986,2.991,713.8E-6,-2.096E-3,4.053E-3,2.992,-10.63E-3,2.982,-983.8E-6,10.14E-3,-2.737E-3,3.005,3.025E-3,9.707E-3,-342.1E-6,-2.377E-3,3.003,1.839E-3,3.000,865.5E-6,2.991,3.000,2.998,3.001,3.004,3.000,8.911E-3,16.95E-3,2.979
